contractSymbol,expiration,DTE,option_type,strike,spot,bid,ask,mid,contract_cost,volume,open_interest,spread_pct,IV,BS_value,mispricing_vs_mid,delta,gamma,theta_per_day,theta_pct_of_premium,vega_per_vol_point,probability_ITM,probability_touch_approx,expected_move,scenario_spot_1sigma,scenario_value_after_1day,scenario_return_after_1day,technical_score,technical_direction,liquidity_score,decision_score,target_100pct_scenario,within_risk_budget,passes_liquidity_filter,distance_from_spot_pct
QQQ260723C00702000,2026-07-23,0.8354492449652778,call,702.0,705.27001953125,7.14,7.69,7.415,741.5,1043,577,0.07417397167902909,0.28211167114257807,5.686740013476424,-0.23307619508072508,0.6397676308250418,0.039310334258983205,-2.1804991854451705,0.2940659724133743,0.12626001660382705,0.6347123659352408,1.0,9.518972660862225,714.7889921921122,12.789045495106393,0.7247532697378818,-95.0,bearish,0.9072825354012136,51.272593434181225,False,False,True,0.0046365497478871864
QQQ260723C00703000,2026-07-23,0.8354492449652778,call,703.0,705.27001953125,6.5,6.86,6.68,668.0,3671,951,0.053892215568862326,0.2696606237792969,4.910023364429094,-0.2649665622112135,0.6038849935078953,0.04234957735302639,-2.1443908507546796,0.32101659442435326,0.13001835502408754,0.5989122652284249,1.0,9.098851157309563,714.3688706885596,11.36892408116671,0.7019347426896274,-95.0,bearish,0.9326347305389221,50.642005589034255,False,False,True,0.003218653095106383
QQQ260723P00699000,2026-07-23,0.8354492449652778,put,699.0,705.27001953125,1.25,1.4,1.325,132.5,5433,760,0.11320754716981125,0.18091639404296872,0.46681885424213476,-0.6476838835908416,-0.1476356855982891,0.0377913165811502,-0.831353685539552,0.6274367438034355,0.07784092660129269,0.1496432261660619,0.2992864523321238,6.1044557349292905,699.1655637963207,0.015991612245670694,-0.9879308586825127,-95.0,bearish,0.858490566037736,49.5937693481582,False,False,True,0.008890239706229486
QQQ260723P00694000,2026-07-23,0.8354492449652778,put,694.0,705.27001953125,0.61,0.66,0.635,63.5,6391,1584,0.07874015748031503,0.1948322705078125,0.10864253674914082,-0.828909390946235,-0.04069611862391256,0.013293189591115636,-0.3406674082605844,0.5364841074969833,0.02948683382853312,0.04151781347844545,0.0830356269568909,6.574003297723446,698.6960162335265,2.1286591053911518e-141,-1.0,-95.0,bearish,0.9015748031496063,49.122011257591204,False,False,True,0.015979722970133503
QQQ260723C00704000,2026-07-23,0.8354492449652778,call,704.0,705.27001953125,5.73,6.26,5.995,599.5,2574,606,0.0884070058381984,0.26709717285156254,4.298549952827557,-0.28297748910299303,0.5614256153411137,0.043739784955451,-2.1690581327514815,0.36181119812368334,0.13300990599897294,0.5563898406795155,1.0,9.012355553636954,714.282375084887,10.282428563933422,0.7151674001557,-95.0,bearish,0.889491242702252,48.608959020769845,False,False,True,0.0018007564423255795
QQQ260723P00691000,2026-07-23,0.8354492449652778,put,691.0,705.27001953125,0.42,0.47,0.44499999999999995,44.49999999999999,6831,1237,0.11235955056179774,0.20996883789062498,0.05288089417130948,-0.8811665299521135,-0.020231597634448706,0.006901191471185138,-0.205740498883196,0.46233819973751916,0.016497455794925318,0.020728068544561218,0.041456137089122436,7.084739243218842,698.1852802880312,5.7342508622185476e-282,-1.0,-95.0,bearish,0.8595505617977528,48.60719060947109,False,False,True,0.020233412928475802
QQQ260723P00692000,2026-07-23,0.8354492449652778,put,692.0,705.27001953125,0.48,0.54,0.51,51.0,5203,1138,0.11764705882352951,0.20655090332031245,0.0702954870307515,-0.8621657117044088,-0.02641005105265803,0.008780060313393654,-0.25318478300127806,0.49644075098289814,0.020647270605813076,0.02702086497083068,0.05404172994166136,6.969411771655365,698.3006077595946,1.3099426117636254e-224,-1.0,-95.0,bearish,0.8529411764705881,48.2598333189994,False,False,True,0.018815516275695
QQQ260723P00698000,2026-07-23,0.8354492449652778,put,698.0,705.27001953125,1.1,1.27,1.185,118.5,6124,1013,0.1434599156118143,0.18775226318359373,0.3806790014163397,-0.6787518975389539,-0.12135856297793081,0.031827619349684096,-0.7550468974187134,0.6371703775685346,0.06803421653990825,0.12318064559784603,0.24636129119569206,6.335110678056243,698.9349088531937,3.859552854653596e-09,-0.9999999967429933,-95.0,bearish,0.8206751054852321,48.130411267689595,False,False,True,0.01030813635901029
QQQ260723P00693000,2026-07-23,0.8354492449652778,put,693.0,705.27001953125,0.54,0.61,0.575,57.49999999999999,2946,322,0.12173913043478253,0.20215641601562498,0.09081165163427585,-0.842066692809955,-0.03370257341429283,0.010981764920439742,-0.3031823214228488,0.5272736024745197,0.02527538177351149,0.03443388745423503,0.06886777490847006,6.821133593930895,698.4488859373191,4.761916129161612e-176,-1.0,-95.0,bearish,0.8478260869565218,47.99746346346994,False,False,True,0.017397619622914307
QQQ260723P00695000,2026-07-23,0.8354492449652778,put,695.0,705.27001953125,0.71,0.8,0.755,75.5,10113,1918,0.11920529801324514,0.1947102014160156,0.15719152728905073,-0.7917993016039063,-0.056009720823480755,0.01717696600744125,-0.4393745475658986,0.5819530431336405,0.038077919735813114,0.057069429574973914,0.11413885914994783,6.569884459453322,698.7001350717967,2.5013697074407267e-89,-1.0,-95.0,bearish,0.8509933774834436,47.96672570983195,False,False,True,0.0145618263173527
QQQ260723P00690000,2026-07-23,0.8354492449652778,put,690.0,705.27001953125,0.37,0.43,0.4,40.0,12284,2478,0.15,0.215828154296875,0.0430211433991623,-0.8924471415020943,-0.01642576244985112,0.005621500232675808,-0.17715044128866433,0.4428761032216608,0.01381332982168438,0.016853357479037923,0.03370671495807585,7.282443480184802,697.9875760510652,0.0,-1.0,-95.0,bearish,0.8125,47.783306117364155,False,False,True,0.021651309581256606
QQQ260723P00697000,2026-07-23,0.8354492449652778,put,697.0,705.27001953125,0.95,1.12,1.0350000000000001,103.50000000000001,6030,553,0.16425120772946872,0.1920246813964844,0.2970646398381547,-0.7129810243109618,-0.09705956173361593,0.026500620200274796,-0.6582836378956413,0.6360228385465132,0.05793635158953464,0.09864755426391231,0.19729510852782461,6.479270017510591,698.7907495137395,3.1736764267028028e-24,-1.0,-95.0,bearish,0.7946859903381641,47.1314425065764,False,False,True,0.011726033011791093
QQQ260723C00705000,2026-07-23,0.8354492449652778,call,705.0,705.27001953125,5.08,5.57,5.325,532.5,9045,912,0.09201877934272304,0.2589795782470704,3.6550844173333985,-0.3135991704538219,0.5177373875402338,0.04560796837691395,-2.1238629330395145,0.3988474991623501,0.13447584997989154,0.5128039837770217,1.0,8.7384528086737,714.0084723399237,9.008525907192166,0.6917419544022845,-95.0,bearish,0.8849765258215962,47.120414896364096,False,False,True,0.00038285978954477606
QQQ260723C00706000,2026-07-23,0.8354492449652778,call,706.0,705.27001953125,4.57,4.81,4.6899999999999995,468.99999999999994,13085,829,0.05117270788912566,0.2461012890625,2.9922427322750877,-0.3619951530330303,0.470420472413311,0.04791005456161545,-2.0131526151244383,0.42924362795830245,0.13423896833439783,0.46574373858100643,0.9314874771620129,8.303915371175597,713.5739349024255,7.573988559444274,0.6149229337834274,-95.0,bearish,0.9360341151385929,46.38427368669848,False,False,True,0.0010350368632359164
QQQ260723P00696000,2026-07-23,0.8354492449652778,put,696.0,705.27001953125,0.81,0.98,0.895,89.5,3953,1921,0.1899441340782122,0.19568675415039063,0.22855937117993363,-0.7446264009162753,-0.07668620210937308,0.021804630721747636,-0.562975732061203,0.6290231643141933,0.04857896050215601,0.07804401320959115,0.1560880264191823,6.602835165614316,698.6671843656356,9.163371397302469e-48,-1.0,-95.0,bearish,0.7625698324022347,46.14704526909459,False,False,True,0.013143929664571896
QQQ260723C00707000,2026-07-23,0.8354492449652778,call,707.0,705.27001953125,3.9,4.2,4.05,405.0,21841,999,0.07407407407407414,0.23889921264648437,2.455256492108333,-0.3937638291090535,0.4204908301325929,0.048504388258128334,-1.9184435063766638,0.4736897546609047,0.131927034968095,0.41603198580952805,0.8320639716190561,8.06090391323827,713.3309234444882,6.330977189435089,0.5632042443049603,-95.0,bearish,0.9074074074074073,44.0282519464294,False,False,True,0.002452933516016831
QQQ260723C00708000,2026-07-23,0.8354492449652778,call,708.0,705.27001953125,3.33,3.7,3.515,351.5,26590,647,0.10526315789473686,0.23535920898437498,2.01797615285426,-0.4258958313359147,0.3709456849008809,0.047583047254817615,-1.8244062314504408,0.5190344897440798,0.12750332160276254,0.3667028735862736,0.7334057471725473,7.941457603404669,713.2114771346546,5.211530966354189,0.4826546134720311,-95.0,bearish,0.868421052631579,41.2714977167298,False,False,True,0.0038708301687975233
QQQ260723C00709000,2026-07-23,0.8354492449652778,call,709.0,705.27001953125,2.84,3.18,3.01,301.0,16170,749,0.11295681063122934,0.2291336853027344,1.5991917063026335,-0.4687070743180619,0.32012410750451703,0.046261574550862244,-1.6795005186225824,0.5579735942267716,0.12068336256992498,0.3162169748467057,0.6324339496934114,7.731396851628338,713.0014163828783,4.001470302192615,0.32939212697429077,-95.0,bearish,0.8588039867109634,38.65829746871427,False,False,True,0.005288726821578438
QQQ260723C00710000,2026-07-23,0.8354492449652778,call,710.0,705.27001953125,2.4,2.55,2.4749999999999996,247.49999999999997,28884,2757,0.06060606060606058,0.21521780883789063,1.1503659422351973,-0.5352056799049707,0.2626681891538915,0.044901648720872885,-1.437279948543998,0.5807191711288882,0.11002174917083106,0.2593247838117374,0.5186495676234748,7.261849288834182,712.5318688200841,2.531922829481573,0.022999123022857892,-95.0,bearish,0.9242424242424243,36.55914660328008,False,False,True,0.00670662347435913
QQQ260723C00711000,2026-07-23,0.8354492449652778,call,711.0,705.27001953125,1.94,2.2,2.0700000000000003,207.00000000000003,9625,734,0.1256038647342996,0.21363091064453127,0.8967172499314415,-0.5668032609026853,0.2183899853600825,0.04090345124715019,-1.288736592843872,0.6225780641757835,0.0994860291558914,0.21539094935879932,0.43078189871759864,7.208304391322568,712.4783239225726,1.4783780180960093,-0.2858077207265657,-95.0,bearish,0.8429951690821256,31.578223588883564,False,False,True,0.008124520127139823
QQQ260723C00720000,2026-07-23,0.8354492449652778,call,720.0,705.27001953125,0.2,0.23,0.21500000000000002,21.500000000000004,18171,2143,0.1395348837209302,0.17652190673828128,0.01464637428952198,-0.9318773288859443,0.00749691386246527,0.0034756793638329522,-0.0743722853962309,0.3459176064940972,0.006985160140880752,0.007323951849075331,0.014647903698150663,5.956177557204822,711.2261970884548,0.0,-1.0,-95.0,bearish,0.8255813953488372,28.82393087901728,False,True,True,0.020885590002166943
QQQ260723C00712000,2026-07-23,0.8354492449652778,call,712.0,705.27001953125,1.58,1.88,1.73,173.0,9645,833,0.17341040462427734,0.21192194335937498,0.6856433507196158,-0.6036743637458868,0.17810323536754635,0.03645209217041774,-1.1291623607212353,0.6526950061972459,0.08795012062723646,0.1754748552959854,0.3509497105919708,7.150640655540829,712.4206601867909,0.42238575894498354,-0.7558463821127263,-95.0,bearish,0.7832369942196533,26.149977714255474,False,False,True,0.009542416779920737
QQQ260723C00715000,2026-07-23,0.8354492449652778,call,715.0,705.27001953125,0.82,0.9,0.86,86.0,14715,1856,0.09302325581395357,0.1909260595703125,0.19445961637790532,-0.7738841670024357,0.06871334401919808,0.020546168799150392,-0.5156147046363532,0.5995519821352944,0.04466158308331722,0.0675132498572054,0.1350264997144108,6.442200473079473,711.7122200043294,7.563009816127538e-71,-1.0,-95.0,bearish,0.883720930232558,24.904163780442328,False,False,True,0.013796106738263036
QQQ260723C00714000,2026-07-23,0.8354492449652778,call,714.0,705.27001953125,1.03,1.17,1.1,110.00000000000001,7773,463,0.12727272727272718,0.19715158325195312,0.30824752509217035,-0.7197749771889361,0.09854951892107891,0.026101337878204435,-0.698854578148921,0.6353223437717463,0.05858697698219602,0.0969228307869372,0.1938456615738744,6.652261224855806,711.9222807561058,7.607185693084813e-29,-1.0,-95.0,bearish,0.840909090909091,24.2784149962031,False,False,True,0.012378210085482344
QQQ260723C00713000,2026-07-23,0.8354492449652778,call,713.0,705.27001953125,1.26,1.47,1.365,136.5,6630,537,0.15384615384615383,0.20252262329101559,0.45709509674433946,-0.6651317972568942,0.13333804843680547,0.0315033903790382,-0.8906743308124374,0.652508667261859,0.07263883845724145,0.131264898247332,0.262529796494664,6.833490108741268,712.1035096399912,1.357871849696178e-07,-0.9999999005222088,-95.0,bearish,0.8076923076923077,24.129058109359484,False,False,True,0.01096031343270143
QQQ260723C00717000,2026-07-23,0.8354492449652778,call,717.0,705.27001953125,0.46,0.54,0.5,50.0,5375,674,0.16000000000000003,0.18396812133789062,0.07597887572898898,-0.848042248542022,0.03149029516146033,0.011410307419339233,-0.2655545811826956,0.5311091623653912,0.023898903228591103,0.03087233201689907,0.06174466403379814,6.207426691682396,711.4774462229324,1.902733817613394e-206,-1.0,-95.0,bearish,0.7999999999999999,23.181355016684073,False,False,True,0.016631900043824643
QQQ260723P00716000,2026-07-23,0.8354492449652778,put,716.0,705.27001953125,7.22,11.25,9.235,923.5,384,368,0.43638332430969146,0.1783529431152344,10.760246050050341,0.1651592907471946,-0.9603225206902034,0.01422214046408292,-0.23270759513727987,0.0251984401881191,0.028879076140137898,0.9610583824920991,1.0,6.017960131256684,699.2520593999933,16.747885950580553,0.8135231132193346,-95.0,bearish,0.75,81.6843373360897,False,False,False,0.015214003391043951
QQQ260723P00717000,2026-07-23,0.8354492449652778,put,717.0,705.27001953125,8.06,12.08,10.07,1007.0,80,211,0.3992055610724925,0.1726156958007813,11.715924517501435,0.16344831355525669,-0.9762585292324478,0.009604784925735802,-0.11810139244753351,0.01172804294414434,0.018875826615812122,0.9767279296107335,1.0,5.824374732560849,699.4456447986892,17.554300468109886,0.7432274546285884,-95.0,bearish,0.75,81.66379452696381,False,False,False,0.016631900043824643
QQQ260723P00718000,2026-07-23,0.8354492449652778,put,718.0,705.27001953125,8.97,12.94,10.955,1095.5,349,211,0.3623916020082153,0.1662681030273438,12.688960943786924,0.15828032348579857,-0.9872260176247669,0.005872477349466767,-0.032751402802145876,0.0029896305615833754,0.011116506956643115,0.9874970747815299,1.0,5.610195142514393,699.6598243887356,18.340120794484505,0.6741324321756736,-95.0,bearish,0.75,81.50592807118592,False,False,False,0.018049796696605336
QQQ260723P00715000,2026-07-23,0.8354492449652778,put,715.0,705.27001953125,6.71,10.54,8.625,862.5,683,526,0.4440579710144927,0.1901936450195313,9.855612741957202,0.14267973819793656,-0.9320337540611977,0.020449372611168033,-0.430782328310989,0.049945777195476986,0.04428065556391063,0.9332304913112316,1.0,6.41748744345873,698.8525320877912,16.147413344598363,0.8721638660403899,-95.0,bearish,0.75,81.27124449453913,False,False,False,0.013796106738263036
QQQ260723P00719000,2026-07-23,0.8354492449652778,put,719.0,705.27001953125,10.22,13.81,12.015,1201.5,52,278,0.29879317519766957,0.15479360839843753,13.671938905660454,0.13790585981360404,-0.99515366140212,0.0026868511764277323,0.03473390301757564,0.0028908783202310144,0.004735160321351879,0.995267989302551,1.0,5.22302434512272,700.0469951861273,18.95294991515948,0.5774406920648754,-95.0,bearish,0.75,81.01772228328122,False,False,False,0.01946769334938625
QQQ260723P00714000,2026-07-23,0.8354492449652778,put,714.0,705.27001953125,6.24,9.75,7.995,799.5,1130,393,0.4390243902439024,0.192390888671875,8.945439677847276,0.11887925926795195,-0.9069058914870347,0.02564753415210741,-0.5756510453837771,0.0720013815364324,0.056178245201010384,0.90843946901775,1.0,6.491626532320963,698.778392998929,15.221552518371709,0.903883992291646,-95.0,bearish,0.75,80.76633551360165,False,False,False,0.012378210085482344
QQQ260723P00720000,2026-07-23,0.8354492449652778,put,720.0,705.27001953125,10.78,14.71,12.745000000000001,1274.5,298,630,0.3083562181247549,0.1381922119140625,14.665098003815046,0.15065500226089013,-0.9990509397577512,0.0006806368964673896,0.07016786520755175,0.005505521004907944,0.0010708708775504098,0.9990831422436017,1.0,4.662862340385833,700.6071571908642,19.39278783013492,0.5215996728234538,-95.0,bearish,0.75,80.69560545364598,False,False,False,0.020885590002166943
QQQ260723P00713000,2026-07-23,0.8354492449652778,put,713.0,705.27001953125,5.07,9.02,7.045,704.5,890,296,0.5606813342796308,0.196297099609375,8.077370584887035,0.14653947265962164,-0.8741487197612472,0.031225094588358905,-0.7512632191661326,0.10663778838412102,0.06978397392769642,0.8760905911884276,1.0,6.6234293569649365,698.646590174285,14.35335542737846,1.037381891749959,-95.0,bearish,0.75,80.66297988492707,True,False,False,0.01096031343270143
QQQ260723P00723000,2026-07-23,0.8354492449652778,put,723.0,705.27001953125,14.21,17.79,16.0,1600.0,22,112,0.2237499999999999,0.18555501953124998,17.66863388233378,0.1042896176458612,-0.9972878683628118,0.001329136455959625,0.048076641208894405,0.0030047900755559003,0.0028078915449490922,0.9973722520012146,1.0,6.260971589194008,699.009047942056,23.9908968068911,0.4994310504306938,-95.0,bearish,0.75,80.53860414214003,False,False,False,0.025139279960509464
QQQ260723P00721000,2026-07-23,0.8354492449652778,put,721.0,705.27001953125,11.75,15.63,13.690000000000001,1369.0000000000002,10,106,0.283418553688824,1.0000000000000003e-05,15.66379229023596,0.14417766911876995,-0.9999885555552831,0.0,0.07922013308865933,0.0057867153461401985,0.0,1.0,1.0,0.00033741860527462467,705.2696821126448,15.730262867092279,0.14903308013822336,-95.0,bearish,0.625,75.72735338079342,False,False,False,0.022303486654947857
QQQ260723P00722000,2026-07-23,0.8354492449652778,put,722.0,705.27001953125,12.69,16.57,14.629999999999999,1463.0,11,80,0.2652084757347916,1.0000000000000003e-05,16.663689294948426,0.13900815413181333,-0.9999885555552831,0.0,0.07934340806184305,0.005423336162805404,0.0,1.0,1.0,0.00033741860527462467,705.2696821126448,16.730262781475744,0.14355863167981853,-95.0,bearish,0.5375000000000001,73.94449084957073,False,False,False,0.02372138330772855
QQQ260723P00740000,2026-07-23,0.8354492449652778,put,740.0,705.27001953125,31.21,34.79,33.0,3300.0,21,0,0.10848484848484843,0.32129584960937496,34.664583028495144,0.050441909954398234,-0.9990642175708322,0.00028893725940813507,0.06116760164210506,0.0018535636861243957,0.0010569311959010394,0.9991226660987074,1.0,10.841119745572083,694.4288997856779,45.57104346421909,0.38094071103694205,-95.0,bearish,0.3643939393939395,72.08306787990463,False,False,False,0.04924352305778279
QQQ260723P00755000,2026-07-23,0.8354492449652778,put,755.0,705.27001953125,45.69,50.0,47.845,4784.5,2,0,0.09008255826105137,0.500005,49.67171961584222,0.03817994807905167,-0.9976798355052359,0.0004280422204933341,0.010318374718937833,0.00021566255029653743,0.0024366828544886924,0.9978582670017812,1.0,16.871098973033867,688.3989205582161,66.60102135007162,0.39201633086156584,-95.0,bearish,0.1623968021736858,68.1080536304168,False,False,False,0.07051197284949451
QQQ260723P00745000,2026-07-23,0.8354492449652778,put,745.0,705.27001953125,35.69,40.0,37.845,3784.5,2,0,0.11388558594266092,0.4184628466796875,39.675130937411154,0.04835859261226472,-0.9967521565124688,0.0006937653028451667,-0.0008475993940118248,2.239660177069163e-05,0.0033052744972946785,0.9969544182898228,1.0,14.119715008590921,691.1503045226591,53.849638267966725,0.4228996767860147,-95.0,bearish,0.13264301757167385,67.70272259645232,False,False,False,0.056333006321686696
QQQ260723P00751000,2026-07-23,0.8354492449652778,put,751.0,705.27001953125,41.69,46.0,43.845,4384.5,0,0,0.09830083247804772,0.467778759765625,45.67296724688083,0.041691578216007,-0.9973689963213537,0.0005129069959719254,0.006244521161651174,0.00014242265165129828,0.0027316004322133296,0.9975560308701698,1.0,15.783725669721084,689.4862938615289,61.51364839956864,0.40297977875626967,-95.0,bearish,0.12712395940244037,67.47037410397748,False,False,False,0.06484038623837152
QQQ260723P00727000,2026-07-23,0.8354492449652778,put,727.0,705.27001953125,18.12,21.37,19.745,1974.5,10,11,0.16459863256520638,1.0000000000000003e-05,21.663174318511096,0.09714734456880714,-0.9999885555552831,0.0,0.07995978292776174,0.004049621824652405,0.0,1.0,1.0,0.00033741860527462467,705.2696821126448,21.73026235339364,0.1005450672774697,-95.0,bearish,0.22425170929349203,67.40650508280645,False,False,False,0.030810866571632456
