contractSymbol,expiration,DTE,option_type,strike,spot,bid,ask,mid,contract_cost,volume,open_interest,spread_pct,IV,BS_value,mispricing_vs_mid,delta,gamma,theta_per_day,theta_pct_of_premium,vega_per_vol_point,probability_ITM,probability_touch_approx,expected_move,scenario_spot_1sigma,scenario_value_after_1day,scenario_return_after_1day,technical_score,technical_direction,liquidity_score,decision_score,target_100pct_scenario,within_risk_budget,passes_liquidity_filter,distance_from_spot_pct
QQQ260724P00750000,2026-07-24,1.8325901032291667,put,750.0,705.27001953125,41.74,45.0,43.370000000000005,4337.0,244,239,0.07516716624394737,0.459966337890625,44.85374636851509,0.03421135274417986,-0.9688338878623309,0.003053053364324829,-0.35971246624392966,0.008294038880422634,0.0350706457662487,0.971077031427975,1.0,22.98622790883709,682.2837916224129,67.64703594989828,0.559765643299476,-95.0,bearish,0.9060410421950658,83.4828587056531,False,False,True,0.0634224895855906
QQQ260724P00713000,2026-07-24,1.8325901032291667,put,713.0,705.27001953125,7.94,8.38,8.16,816.0,487,868,0.053921568627451025,0.15284050292968754,8.241131573732332,0.009942594820138817,-0.8370709822182189,0.032230934242019796,-0.4473110003391281,0.05481752455136373,0.12302536722012736,0.8397439838400547,1.0,7.63800814240995,697.63201138884,15.304928341136701,0.8756039633745958,-95.0,bearish,0.9325980392156863,83.02769163809847,False,False,True,0.01096031343270143
QQQ260724P00715000,2026-07-24,1.8325901032291667,put,715.0,705.27001953125,8.8,9.8,9.3,930.0000000000001,5929,5417,0.1075268817204301,0.11646391357421876,9.711192021427792,0.04421419585245068,-0.9486248246679202,0.018100439371563422,-0.0927697470935543,0.009975241622962828,0.05264581032018765,0.9495121837503707,1.0,5.820134736052522,699.4498847951975,15.484740152089671,0.665025822805341,-95.0,bearish,0.8655913978494624,82.92749136780263,False,False,True,0.013796106738263036
QQQ260724P00712000,2026-07-24,1.8325901032291667,put,712.0,705.27001953125,7.35,7.76,7.555,755.5,2541,2028,0.05426869622766382,0.1656577575683594,7.600786792329018,0.00606046225400636,-0.784079040319819,0.03537978500009648,-0.6000177339746945,0.07941995155191191,0.14636939761186113,0.7875209243153208,1.0,8.27853400706609,696.9914855241839,14.94966387237821,0.9787774814531052,-95.0,bearish,0.9321641297154202,82.41635144144975,False,False,True,0.009542416779920737
QQQ260724P00720000,2026-07-24,1.8325901032291667,put,720.0,705.27001953125,13.05,15.14,14.095,1409.5,154,2413,0.1482795317488471,0.2111895288085937,15.004468029019904,0.06452415956153978,-0.913126873790929,0.014983309201890902,-0.38291959471898246,0.027167051771478,0.07902480647575601,0.9154922025980434,1.0,10.5539258881779,694.7160936430721,25.218289568085197,0.7891656309389994,-95.0,bearish,0.8146505853139412,81.88395611345156,False,False,True,0.020885590002166943
QQQ260724P00711000,2026-07-24,1.8325901032291667,put,711.0,705.27001953125,6.78,7.18,6.98,698.0,1271,1440,0.057306590257879576,0.17627776855468752,7.0032489658822215,0.003330797404329733,-0.7341594505076021,0.03723930624832673,-0.7308625599482925,0.10470810314445451,0.16393906121250226,0.7382594652771167,1.0,8.809255437781179,696.4607640934688,14.488337357678347,1.0756930311860096,-95.0,bearish,0.9283667621776506,81.74839705889086,True,False,True,0.008124520127139823
QQQ260724P00724000,2026-07-24,1.8325901032291667,put,724.0,705.27001953125,16.03,18.67,17.35,1735.0000000000002,33,340,0.15216138328530263,0.14649291015625,18.598727859475048,0.07197278728962808,-0.9937748756642216,0.002391015619719829,0.044139128823104536,0.002544042007095362,0.008747467501025896,0.9939791824405056,1.0,7.320795333246908,697.9492241980031,25.984422778825774,0.49766125526373317,-95.0,bearish,0.8097982708933718,81.65951701503148,False,False,True,0.026557176613290157
QQQ260724P00721000,2026-07-24,1.8325901032291667,put,721.0,705.27001953125,13.24,16.0,14.620000000000001,1462.0,25,440,0.18878248974008205,0.20386538330078124,15.87773610558554,0.08602846139435982,-0.9339292356304342,0.01260045480503588,-0.2826890603541901,0.019335777042010265,0.06415241750821161,0.9357870298954849,1.0,10.187911108374394,695.0821084228756,25.851958330866182,0.7682598037528168,-95.0,bearish,0.7640218878248974,81.21621927567298,False,False,True,0.022303486654947857
QQQ260724P00735000,2026-07-24,1.8325901032291667,put,735.0,705.27001953125,26.92,28.61,27.765,2776.5,43,157,0.060867999279668565,1.0000000000000003e-05,29.581641296990597,0.06542918411635501,-0.9999748963410853,0.0,0.08093497656244947,0.002915000056274067,0.0,1.0,1.0,0.0004997371767301582,705.2695197940733,29.663081523770984,0.06836238155126906,-95.0,bearish,0.9239150009004142,81.196565894454,False,False,True,0.042154039793878884
QQQ260724P00716000,2026-07-24,1.8325901032291667,put,716.0,705.27001953125,9.69,11.41,10.55,1055.0,363,1003,0.16303317535545028,0.19214675048828128,11.257286952713116,0.06704141731877877,-0.8615630607304408,0.02300009658258472,-0.5106290892474235,0.048400861540040134,0.11036872405551343,0.8645694542330072,1.0,9.602287460688782,695.6677320705612,20.268266516799144,0.9211627030141367,-95.0,bearish,0.7962085308056872,81.16430243880106,False,False,True,0.015214003391043951
